OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,ShipMode
ORD-10928,2026-07-24,C060,P001,1,0.1,Standard
ORD-10929,2026-07-25,C011,P012,1,0.0,Same Day
ORD-10930,2026-07-25,C026,P003,3,0.05,Express
ORD-10931,2026-07-25,C015,P001,1,0.1,Express
ORD-10932,2026-07-27,C049,P002,2,0.0,Standard
ORD-10933,2026-07-27,C024,P003,5,0.0,Standard
ORD-10934,2026-07-28,C045,P003,1,0.15,Express
ORD-10935,2026-07-28,C005,P001,1,0.1,Standard
ORD-10936,2026-07-29,C028,P003,1,0.1,Standard
ORD-10937,2026-07-30,C055,P003,3,0.0,Standard
ORD-10938,2026-07-30,C056,P004,2,0.15,Standard
ORD-10939,2026-07-30,C013,P004,1,0.0,Standard
ORD-10940,2026-07-30,C024,P004,1,0.0,Standard
ORD-10941,2026-07-30,C025,P004,4,0.0,Standard
ORD-10942,2026-08-01,C034,P002,1,0.1,Same Day
ORD-10943,2026-08-01,C033,P001,2,0.15,Same Day
ORD-10944,2026-08-02,C007,P003,5,0.05,Standard
ORD-10945,2026-08-04,C046,P010,5,0.05,Standard
ORD-10946,2026-08-04,C014,P012,2,0.0,Standard
ORD-10947,2026-08-05,C019,P012,4,0.0,Standard
ORD-10948,2026-08-05,C051,P006,4,0.0,Express
ORD-10949,2026-08-06,C042,P007,1,0.0,Standard
ORD-10950,2026-08-07,C024,P004,4,0.0,Standard
ORD-10951,2026-08-07,C055,P010,10,0.1,Standard
ORD-10952,2026-08-07,C024,P010,2,0.05,Standard
ORD-10953,2026-08-07,C034,P011,1,0.1,Express
ORD-10954,2026-08-08,C015,P011,5,0.0,Express
ORD-10955,2026-08-08,C011,P005,1,0.0,Standard
ORD-10956,2026-08-09,C030,P010,7,0.0,Standard
ORD-10957,2026-08-09,C034,P010,1,0.0,Same Day
ORD-10958,2026-08-10,C049,P003,4,0.0,Standard
ORD-10959,2026-08-10,C024,P012,2,0.0,Express
ORD-10960,2026-08-11,C054,P002,1,0.0,Express
ORD-10961,2026-08-11,C037,P012,1,0.05,Standard
ORD-10962,2026-08-11,C005,P010,2,0.0,Express
ORD-10963,2026-08-12,C045,P002,2,0.0,Standard
ORD-10964,2026-08-13,C035,P009,1,0.0,Express
ORD-10965,2026-08-14,C024,P001,2,0.0,Standard
ORD-10966,2026-08-16,C029,P010,7,0.0,Standard
ORD-10967,2026-08-17,C019,P010,3,0.0,Standard
ORD-10968,2026-08-19,C037,P008,4,0.05,Standard
ORD-10969,2026-08-20,C035,P011,4,0.0,Standard
ORD-10970,2026-08-20,C027,P002,3,0.15,Standard
ORD-10971,2026-08-20,C018,P003,1,0.0,Standard
ORD-10972,2026-08-21,C024,P005,2,0.0,Standard
ORD-10973,2026-08-21,C030,P001,2,0.0,Standard
ORD-10974,2026-08-21,C029,P005,2,0.0,Same Day
ORD-10975,2026-08-21,C019,P003,3,0.0,Same Day
ORD-10976,2026-08-22,C035,P004,3,0.1,Standard
ORD-10977,2026-08-22,C014,P005,1,0.0,Standard
ORD-10978,2026-08-23,C031,P011,1,0.05,Express
ORD-10979,2026-08-23,C008,P003,1,0.0,Express
ORD-10980,2026-08-24,C029,P011,6,0.0,Standard
ORD-10981,2026-08-24,C048,P005,2,0.0,Express
ORD-10982,2026-08-24,C050,P004,2,0.0,Standard
ORD-10983,2026-08-24,C042,P006,3,0.0,Standard
ORD-10984,2026-08-25,C045,P005,1,0.15,Express
ORD-10985,2026-08-26,C004,P003,1,0.05,Express
ORD-10986,2026-08-26,C021,P006,3,0.15,Express
ORD-10987,2026-08-27,C040,P002,2,0.0,Standard
ORD-10988,2026-08-27,C049,P004,4,0.1,Standard
ORD-10989,2026-08-27,C035,P007,2,0.05,Standard
ORD-10990,2026-08-27,C052,P005,1,0.05,Standard
ORD-10991,2026-08-28,C017,P010,9,0.15,Standard
ORD-10992,2026-08-28,C010,P003,3,0.05,Standard
ORD-10993,2026-08-29,C006,P012,5,0.1,Standard
ORD-10994,2026-08-29,C035,P010,2,0.05,Express
ORD-10995,2026-08-30,C040,P012,1,0.0,Standard
ORD-10996,2026-08-30,C018,P011,1,0.05,Standard
ORD-10997,2026-08-31,C048,P002,3,0.0,Express
ORD-10998,2026-08-31,C045,P006,1,0.15,Standard
ORD-10999,2026-08-31,C022,P002,3,0.1,Express
ORD-11000,2026-08-31,C015,P010,8,0.0,Standard
